Course Identifier,CO Identifier,CO Description,PO/PSO Identifier,PO/PSO Description,Score (0-3)
CS30144,CO3,Evaluate the components and operation of a memory hierarchy and the performance issues influencing its design.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CS30144,CO3,Evaluate the components and operation of a memory hierarchy and the performance issues influencing its design.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CS30144,CO3,Evaluate the components and operation of a memory hierarchy and the performance issues influencing its design.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CS30144,CO3,Evaluate the components and operation of a memory hierarchy and the performance issues influencing its design.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CS30144,CO3,Evaluate the components and operation of a memory hierarchy and the performance issues influencing its design.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CS30144,CO3,Evaluate the components and operation of a memory hierarchy and the performance issues influencing its design.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CS30144,CO3,Evaluate the components and operation of a memory hierarchy and the performance issues influencing its design.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CS30144,CO3,Evaluate the components and operation of a memory hierarchy and the performance issues influencing its design.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CS30144,CO3,Evaluate the components and operation of a memory hierarchy and the performance issues influencing its design.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CS30144,CO3,Evaluate the components and operation of a memory hierarchy and the performance issues influencing its design.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CS30144,CO4,"Understand the various techniques to enhance a processor's ability to exploit Instruction-level parallelism (ILP), and its challenges.",PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CS30144,CO4,"Understand the various techniques to enhance a processor's ability to exploit Instruction-level parallelism (ILP), and its challenges.",PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CS30144,CO4,"Understand the various techniques to enhance a processor's ability to exploit Instruction-level parallelism (ILP), and its challenges.",PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",0
CS30144,CO4,"Understand the various techniques to enhance a processor's ability to exploit Instruction-level parallelism (ILP), and its challenges.",PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",3
CS30144,CO4,"Understand the various techniques to enhance a processor's ability to exploit Instruction-level parallelism (ILP), and its challenges.",PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",1
CS30144,CO4,"Understand the various techniques to enhance a processor's ability to exploit Instruction-level parallelism (ILP), and its challenges.",PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CS30144,CO4,"Understand the various techniques to enhance a processor's ability to exploit Instruction-level parallelism (ILP), and its challenges.",PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CS30144,CO4,"Understand the various techniques to enhance a processor's ability to exploit Instruction-level parallelism (ILP), and its challenges.",PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CS30144,CO4,"Understand the various techniques to enhance a processor's ability to exploit Instruction-level parallelism (ILP), and its challenges.",PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CS30144,CO4,"Understand the various techniques to enhance a processor's ability to exploit Instruction-level parallelism (ILP), and its challenges.",PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CS30144,CO4,"Understand the various techniques to enhance a processor's ability to exploit Instruction-level parallelism (ILP), and its challenges.",PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CS30144,CO4,"Understand the various techniques to enhance a processor's ability to exploit Instruction-level parallelism (ILP), and its challenges.",PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CS30144,CO4,"Understand the various techniques to enhance a processor's ability to exploit Instruction-level parallelism (ILP), and its challenges.",PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CS30144,CO4,"Understand the various techniques to enhance a processor's ability to exploit Instruction-level parallelism (ILP), and its challenges.",PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CS30144,CO4,"Understand the various techniques to enhance a processor's ability to exploit Instruction-level parallelism (ILP), and its challenges.",PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CS30144,CO4,"Understand the various techniques to enhance a processor's ability to exploit Instruction-level parallelism (ILP), and its challenges.",PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CS30144,CO5,"Analyze the organization and operation of current generation parallel computer systems, including multiprocessor and cluster computers.",PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CS30144,CO5,"Analyze the organization and operation of current generation parallel computer systems, including multiprocessor and cluster computers.",PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CS30144,CO5,"Analyze the organization and operation of current generation parallel computer systems, including multiprocessor and cluster computers.",PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",3
CS30144,CO5,"Analyze the organization and operation of current generation parallel computer systems, including multiprocessor and cluster computers.",PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",3
CS30144,CO5,"Analyze the organization and operation of current generation parallel computer systems, including multiprocessor and cluster computers.",PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CS30144,CO5,"Analyze the organization and operation of current generation parallel computer systems, including multiprocessor and cluster computers.",PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CS30144,CO5,"Analyze the organization and operation of current generation parallel computer systems, including multiprocessor and cluster computers.",PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CS30144,CO5,"Analyze the organization and operation of current generation parallel computer systems, including multiprocessor and cluster computers.",PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CS30144,CO5,"Analyze the organization and operation of current generation parallel computer systems, including multiprocessor and cluster computers.",PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CS30144,CO5,"Analyze the organization and operation of current generation parallel computer systems, including multiprocessor and cluster computers.",PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CS30144,CO5,"Analyze the organization and operation of current generation parallel computer systems, including multiprocessor and cluster computers.",PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CS30144,CO5,"Analyze the organization and operation of current generation parallel computer systems, including multiprocessor and cluster computers.",PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CS30144,CO5,"Analyze the organization and operation of current generation parallel computer systems, including multiprocessor and cluster computers.",PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CS30144,CO5,"Analyze the organization and operation of current generation parallel computer systems, including multiprocessor and cluster computers.",PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CS30144,CO5,"Analyze the organization and operation of current generation parallel computer systems, including multiprocessor and cluster computers.",PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CS30144,CO5,"Analyze the organization and operation of current generation parallel computer systems, including multiprocessor and cluster computers.",PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CS42175,CO1,Interpreting the fundamental technology of mobile technology and its enhancement.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CS42175,CO1,Interpreting the fundamental technology of mobile technology and its enhancement.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CS42175,CO1,Interpreting the fundamental technology of mobile technology and its enhancement.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",0
CS42175,CO1,Interpreting the fundamental technology of mobile technology and its enhancement.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",3
CS42175,CO1,Interpreting the fundamental technology of mobile technology and its enhancement.,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CS42175,CO1,Interpreting the fundamental technology of mobile technology and its enhancement.,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CS42175,CO1,Interpreting the fundamental technology of mobile technology and its enhancement.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CS42175,CO1,Interpreting the fundamental technology of mobile technology and its enhancement.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,3
CS42175,CO1,Interpreting the fundamental technology of mobile technology and its enhancement.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",3
CS42175,CO1,Interpreting the fundamental technology of mobile technology and its enhancement.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",3
CS42175,CO1,Interpreting the fundamental technology of mobile technology and its enhancement.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CS42175,CO1,Interpreting the fundamental technology of mobile technology and its enhancement.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",2
CS42175,CO1,Interpreting the fundamental technology of mobile technology and its enhancement.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CS42175,CO1,Interpreting the fundamental technology of mobile technology and its enhancement.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,0
CS42175,CO1,Interpreting the fundamental technology of mobile technology and its enhancement.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,2
CS42175,CO1,Interpreting the fundamental technology of mobile technology and its enhancement.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CS42175,CO2,Differentiating the mobile communication and its management by techniques and methods.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CS42175,CO2,Differentiating the mobile communication and its management by techniques and methods.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",0
CS42175,CO2,Differentiating the mobile communication and its management by techniques and methods.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",3
CS42175,CO2,Differentiating the mobile communication and its management by techniques and methods.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",3
CS42175,CO2,Differentiating the mobile communication and its management by techniques and methods.,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",2
CS42175,CO2,Differentiating the mobile communication and its management by techniques and methods.,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CS42175,CO2,Differentiating the mobile communication and its management by techniques and methods.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CS42175,CO2,Differentiating the mobile communication and its management by techniques and methods.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CS42175,CO2,Differentiating the mobile communication and its management by techniques and methods.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",3
CS42175,CO2,Differentiating the mobile communication and its management by techniques and methods.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",3
CS42175,CO2,Differentiating the mobile communication and its management by techniques and methods.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CS42175,CO2,Differentiating the mobile communication and its management by techniques and methods.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CS42175,CO2,Differentiating the mobile communication and its management by techniques and methods.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CS42175,CO2,Differentiating the mobile communication and its management by techniques and methods.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CS42175,CO2,Differentiating the mobile communication and its management by techniques and methods.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CS42175,CO2,Differentiating the mobile communication and its management by techniques and methods.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CS42175,CO3,Exemplifying and Summarizing the functionality and services of android for mobile application development.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CS42175,CO3,Exemplifying and Summarizing the functionality and services of android for mobile application development.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CS42175,CO3,Exemplifying and Summarizing the functionality and services of android for mobile application development.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",3
CS42175,CO3,Exemplifying and Summarizing the functionality and services of android for mobile application development.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",0
CS42175,CO3,Exemplifying and Summarizing the functionality and services of android for mobile application development.,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CS42175,CO3,Exemplifying and Summarizing the functionality and services of android for mobile application development.,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CS42175,CO3,Exemplifying and Summarizing the functionality and services of android for mobile application development.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CS42175,CO3,Exemplifying and Summarizing the functionality and services of android for mobile application development.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,3
CS42175,CO3,Exemplifying and Summarizing the functionality and services of android for mobile application development.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CS42175,CO3,Exemplifying and Summarizing the functionality and services of android for mobile application development.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CS42175,CO3,Exemplifying and Summarizing the functionality and services of android for mobile application development.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",3
CS42175,CO3,Exemplifying and Summarizing the functionality and services of android for mobile application development.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CS42175,CO3,Exemplifying and Summarizing the functionality and services of android for mobile application development.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CS42175,CO3,Exemplifying and Summarizing the functionality and services of android for mobile application development.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,0
CS42175,CO3,Exemplifying and Summarizing the functionality and services of android for mobile application development.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CS42175,CO3,Exemplifying and Summarizing the functionality and services of android for mobile application development.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,2
CS42175,CO4,Implementing and Executing advanced application developments.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CS42175,CO4,Implementing and Executing advanced application developments.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CS42175,CO4,Implementing and Executing advanced application developments.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",3
CS42175,CO4,Implementing and Executing advanced application developments.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",3
CS42175,CO4,Implementing and Executing advanced application developments.,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CS42175,CO4,Implementing and Executing advanced application developments.,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",1
CS42175,CO4,Implementing and Executing advanced application developments.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CS42175,CO4,Implementing and Executing advanced application developments.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,3
CS42175,CO4,Implementing and Executing advanced application developments.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CS42175,CO4,Implementing and Executing advanced application developments.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",3
CS42175,CO4,Implementing and Executing advanced application developments.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",3
CS42175,CO4,Implementing and Executing advanced application developments.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",3
CS42175,CO4,Implementing and Executing advanced application developments.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CS42175,CO4,Implementing and Executing advanced application developments.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CS42175,CO4,Implementing and Executing advanced application developments.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,2
CS42175,CO4,Implementing and Executing advanced application developments.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CS42175,CO5,"Attributing and Organizing activity, process and services of reality of applications.",PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CS42175,CO5,"Attributing and Organizing activity, process and services of reality of applications.",PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CS42175,CO5,"Attributing and Organizing activity, process and services of reality of applications.",PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",3
CS42175,CO5,"Attributing and Organizing activity, process and services of reality of applications.",PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",0
CS42175,CO5,"Attributing and Organizing activity, process and services of reality of applications.",PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",2
CS42175,CO5,"Attributing and Organizing activity, process and services of reality of applications.",PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CS42175,CO5,"Attributing and Organizing activity, process and services of reality of applications.",PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CS42175,CO5,"Attributing and Organizing activity, process and services of reality of applications.",PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,3
CS42175,CO5,"Attributing and Organizing activity, process and services of reality of applications.",PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",3
CS42175,CO5,"Attributing and Organizing activity, process and services of reality of applications.",PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CS42175,CO5,"Attributing and Organizing activity, process and services of reality of applications.",PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",3
CS42175,CO5,"Attributing and Organizing activity, process and services of reality of applications.",PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CS42175,CO5,"Attributing and Organizing activity, process and services of reality of applications.",PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CS42175,CO5,"Attributing and Organizing activity, process and services of reality of applications.",PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CS42175,CO5,"Attributing and Organizing activity, process and services of reality of applications.",PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CS42175,CO5,"Attributing and Organizing activity, process and services of reality of applications.",PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,2
CSE23450,CO1,To understand the concepts of Networking and Cloud Computing.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE23450,CO1,To understand the concepts of Networking and Cloud Computing.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",0
CSE23450,CO1,To understand the concepts of Networking and Cloud Computing.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",0
CSE23450,CO1,To understand the concepts of Networking and Cloud Computing.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",0
CSE23450,CO1,To understand the concepts of Networking and Cloud Computing.,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CSE23450,CO1,To understand the concepts of Networking and Cloud Computing.,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE23450,CO1,To understand the concepts of Networking and Cloud Computing.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE23450,CO1,To understand the concepts of Networking and Cloud Computing.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE23450,CO1,To understand the concepts of Networking and Cloud Computing.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE23450,CO1,To understand the concepts of Networking and Cloud Computing.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE23450,CO1,To understand the concepts of Networking and Cloud Computing.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE23450,CO1,To understand the concepts of Networking and Cloud Computing.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE23450,CO1,To understand the concepts of Networking and Cloud Computing.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE23450,CO1,To understand the concepts of Networking and Cloud Computing.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,0
CSE23450,CO1,To understand the concepts of Networking and Cloud Computing.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,3
CSE23450,CO1,To understand the concepts of Networking and Cloud Computing.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE23450,CO2,To define an IT Infrastructure and describe its components.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE23450,CO2,To define an IT Infrastructure and describe its components.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE23450,CO2,To define an IT Infrastructure and describe its components.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",0
